102.128.166.0,102.128.166.255
77.67.52.0,77.67.52.255
77.73.159.0,77.73.159.255
77.91.69.0,77.91.69.255
77.91.71.0,77.91.71.255
77.91.74.0,77.91.74.255
77.93.143.0,77.93.143.255
78.138.56.0,78.138.57.255
78.138.59.0,78.138.60.255
79.133.123.0,79.133.123.255
79.176.0.0,79.183.255.255
79.98.182.0,79.98.182.255
80.178.0.0,80.179.255.255
80.230.0.0,80.230.255.255
80.244.160.0,80.244.175.255
80.246.128.0,80.246.143.255
80.250.144.0,80.250.159.255
80.70.128.0,80.70.143.255
80.74.96.0,80.74.127.255
81.173.10.0,81.173.11.255
81.199.1.0,81.199.1.255
81.199.102.0,81.199.103.255
81.199.105.0,81.199.105.255
81.199.107.0,81.199.111.255
81.199.116.0,81.199.117.255
81.199.120.0,81.199.127.255
81.199.13.0,81.199.13.255
81.199.130.0,81.199.132.255
81.199.134.0,81.199.135.255
81.199.140.0,81.199.141.255
81.199.148.0,81.199.155.255
81.199.158.0,81.199.159.255
81.199.187.0,81.199.191.255
81.199.193.0,81.199.193.255
81.199.195.0,81.199.199.255
81.199.205.0,81.199.207.255
81.199.213.0,81.199.214.255
81.199.216.0,81.199.216.255
81.199.22.0,81.199.23.255
81.199.220.0,81.199.229.255
81.199.232.0,81.199.239.255
81.199.244.0,81.199.255.255
81.199.40.0,81.199.43.255
81.199.48.0,81.199.61.255
81.199.63.0,81.199.63.255
81.199.92.0,81.199.93.255
81.199.98.0,81.199.99.255
81.2.144.0,81.2.147.255
